id,name,height,weight,base_experience,types,abilities,moves,gender_rate,male_pct,female_pct,genderless,capture_rate,is_legendary,is_mythical,generation,good_against_types,weak_to_types,resist_to_types,immune_to_types,sprite_url,evolves_from,evolves_to,can_evolve,evolution_details,encounter_locations,encounter_versions,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed
411,bastiodon,13,1495,173,"rock,steel","sturdy,soundproof","headbutt,tackle,body-slam,take-down,double-edge,roar,flamethrower,ice-beam,blizzard,hyper-beam,counter,strength,thunderbolt,thunder,earthquake,fissure,dig,toxic,screech,double-team,reflect,focus-energy,fire-blast,rest,rock-slide,substitute,snore,curse,reversal,protect,scary-face,mud-slap,outrage,sandstorm,endure,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,ancient-power,rock-smash,torment,facade,taunt,magic-coat,secret-power,rock-tomb,metal-sound,sand-tomb,iron-defense,block,rock-blast,shock-wave,natural-gift,metal-burst,magnet-rise,rock-polish,power-gem,earth-power,giga-impact,avalanche,flash-cannon,iron-head,stone-edge,captivate,stealth-rock,wide-guard,guard-split,smack-down,heavy-slam,foul-play,round,incinerate,bulldoze,confide,stomping-tantrum,body-press,steel-beam,meteor-beam,scorching-sands,tera-blast,trailblaze,hard-press",1,87.5,12.5,False,45,False,False,generation-iv,"bug,fairy,fire,flying,ice,rock","fighting,fire,grass,ground,steel,water","bug,dragon,fairy,fire,flying,grass,ice,normal,poison,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,shieldon,,False,,,,60,52,168,47,138,30
412,burmy,2,34,45,bug,"shed-skin,overcoat","tackle,string-shot,snore,protect,hidden-power,bug-bite,struggle-bug,electroweb",4,50.0,50.0,False,120,False,False,generation-iv,"dark,grass,psychic","fire,flying,rock","fighting,grass,ground",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,,"wormadam,mothim",True,wormadam por level-up (nivel 20) || mothim por level-up (nivel 20),kalos-route-3-area,"x,y",40,29,45,29,45,36
413,wormadam-plant,5,65,148,"bug,grass","anticipation,overcoat","gust,tackle,psybeam,hyper-beam,growth,razor-leaf,solar-beam,string-shot,dig,toxic,confusion,psychic,double-team,dream-eater,flash,rest,substitute,thief,snore,flail,protect,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,synthesis,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,facade,endeavor,skill-swap,secret-power,silver-wind,signal-beam,bullet-seed,magical-leaf,natural-gift,worry-seed,sucker-punch,seed-bomb,bug-buzz,energy-ball,giga-impact,leaf-storm,captivate,grass-knot,bug-bite,venoshock,telekinesis,quiver-dance,round,ally-switch,struggle-bug,electroweb,confide,infestation",8,0.0,100.0,False,45,False,False,generation-iv,"dark,grass,ground,psychic,rock,water","bug,fire,flying,ice,poison,rock","electric,fighting,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,burmy,,False,,,,60,59,85,79,105,36
414,mothim,9,233,148,"bug,flying","swarm,tinted-lens","gust,tackle,psybeam,hyper-beam,solar-beam,poison-powder,string-shot,toxic,confusion,psychic,double-team,swift,dream-eater,flash,rest,substitute,thief,snore,protect,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,hidden-power,twister,rain-dance,sunny-day,psych-up,shadow-ball,facade,skill-swap,secret-power,camouflage,air-cutter,silver-wind,signal-beam,aerial-ace,roost,natural-gift,tailwind,u-turn,air-slash,bug-buzz,energy-ball,giga-impact,defog,captivate,bug-bite,ominous-wind,venoshock,quiver-dance,round,acrobatics,struggle-bug,electroweb,confide,infestation,lunge",0,100.0,0.0,False,45,False,False,generation-iv,"bug,dark,fighting,grass,psychic","electric,fire,flying,ice,rock","bug,fighting,grass,ground",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,burmy,,False,,,,70,94,50,94,50,66
415,combee,3,55,49,"bug,flying","honey-gather,hustle","gust,string-shot,swift,snore,mud-slap,sleep-talk,sweet-scent,endeavor,air-cutter,tailwind,bug-buzz,bug-bite,ominous-wind,struggle-bug,lunge,skitter-smack,dual-wingbeat,tera-blast",1,87.5,12.5,False,120,False,False,generation-iv,"bug,dark,fighting,grass,psychic","electric,fire,flying,ice,rock","bug,fighting,grass,ground",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,,vespiquen,True,vespiquen por level-up (nivel 21),"kalos-route-4-area,lostlorn-forest-area,unova-route-12-area","black,black-2,white,white-2,x,y",30,30,42,30,42,70
416,vespiquen,12,385,166,"bug,flying","pressure,unnerve","cut,gust,take-down,poison-sting,pin-missile,hyper-beam,string-shot,toxic,agility,screech,double-team,recover,confuse-ray,swift,flash,fury-swipes,rest,slash,substitute,thief,snore,reversal,spite,protect,scary-face,sludge-bomb,mud-slap,spikes,destiny-bond,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,pursuit,sweet-scent,hidden-power,rain-dance,sunny-day,beat-up,uproar,facade,taunt,helping-hand,revenge,endeavor,secret-power,aromatherapy,air-cutter,silver-wind,signal-beam,aerial-ace,roost,natural-gift,tailwind,u-turn,assurance,fling,toxic-spikes,air-slash,x-scissor,bug-buzz,power-gem,giga-impact,defog,cross-poison,captivate,bug-bite,attack-order,defend-order,heal-order,ominous-wind,hone-claws,venoshock,round,hex,quash,acrobatics,struggle-bug,hurricane,fell-stinger,confide,aromatic-mist,infestation,laser-focus,pollen-puff,lunge,skitter-smack,dual-wingbeat,tera-blast,pounce,psychic-noise",8,0.0,100.0,False,45,False,False,generation-iv,"bug,dark,fighting,grass,psychic","electric,fire,flying,ice,rock","bug,fighting,grass,ground",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,combee,,False,,"lostlorn-forest-area,unova-route-12-area","black,black-2,white,white-2",70,80,102,80,102,40
417,pachirisu,4,39,142,electric,"run-away,pickup,volt-absorb","thunder-punch,cut,headbutt,take-down,tail-whip,bite,growl,hyper-beam,thunder-shock,thunderbolt,thunder-wave,thunder,dig,toxic,agility,quick-attack,double-team,defense-curl,light-screen,bide,swift,flash,rest,hyper-fang,super-fang,substitute,thief,snore,flail,protect,sweet-kiss,mud-slap,endure,charm,rollout,swagger,spark,attract,sleep-talk,return,frustration,encore,iron-tail,hidden-power,rain-dance,sunny-day,crunch,uproar,flatter,facade,follow-me,charge,helping-hand,endeavor,secret-power,fake-tears,aerial-ace,mud-shot,covet,shock-wave,natural-gift,u-turn,fling,last-resort,magnet-rise,seed-bomb,giga-impact,thunder-fang,discharge,gunk-shot,captivate,grass-knot,charge-beam,electro-ball,round,echoed-voice,bestow,volt-switch,electroweb,wild-charge,ion-deluge,play-rough,confide,eerie-impulse,electric-terrain,baby-doll-eyes,nuzzle,laser-focus,tera-blast,trailblaze,alluring-voice",4,50.0,50.0,False,200,False,False,generation-iv,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,,,False,,"fuego-ironworks-area,kalos-route-12-area,sinnoh-route-205-east-towards-eterna-city,sinnoh-route-205-south-towards-floaroma-town,valley-windworks-area","diamond,pearl,platinum,x,y",60,45,70,45,90,95
418,buizel,7,295,66,water,"swift-swim,water-veil","double-slap,ice-punch,razor-wind,headbutt,tackle,take-down,tail-whip,bite,growl,roar,sonic-boom,water-gun,hydro-pump,surf,ice-beam,blizzard,low-kick,strength,dig,toxic,agility,quick-attack,double-team,waterfall,swift,fury-swipes,rest,slash,substitute,thief,snore,protect,mud-slap,icy-wind,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,baton-pass,pursuit,iron-tail,hidden-power,rain-dance,crunch,rock-smash,whirlpool,hail,facade,focus-punch,taunt,helping-hand,brick-break,secret-power,dive,odor-sleuth,rock-tomb,bulk-up,water-sport,water-pulse,brine,natural-gift,fling,me-first,aqua-ring,aqua-tail,switcheroo,ice-fang,captivate,aqua-jet,double-hit,soak,low-sweep,round,echoed-voice,scald,tail-slap,confide,power-up-punch,liquidation,flip-turn,wave-crash,tera-blast,ice-spinner,chilling-water",4,50.0,50.0,False,190,False,False,generation-iv,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,,floatzel,True,floatzel por level-up (nivel 26),"johto-route-30-area,johto-route-31-area,johto-route-32-area,johto-route-34-area,johto-route-35-area,johto-route-42-area,johto-route-43-area,johto-route-44-area,johto-route-45-area,johto-route-47-area,kanto-route-10-area,kanto-route-13-area,kanto-route-22-area,kanto-route-24-area,kanto-route-25-area,kanto-route-26-area,kanto-route-27-area,kanto-route-28-area,kanto-route-4-area,kanto-route-6-area,kanto-route-9-area,kanto-sea-route-21-area,lostlorn-forest-area,mt-silver-outside,nature-sanctuary-area,ruins-of-alph-outside,sinnoh-route-205-east-towards-eterna-city,sinnoh-route-205-south-towards-floaroma-town,sinnoh-route-212-east-towards-pastoria-city,sinnoh-route-213-area,sinnoh-route-224-area,unova-route-11-area,unova-route-14-area,unova-route-23-area,unova-victory-road-2-unknown-area-73,unova-victory-road-2-unknown-area-79,valley-windworks-area","black,black-2,diamond,heartgold,pearl,platinum,soulsilver,white,white-2",55,65,35,60,30,85
419,floatzel,11,335,173,water,"swift-swim,water-veil","ice-punch,razor-wind,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,bite,growl,roar,sonic-boom,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,low-kick,strength,dig,toxic,agility,quick-attack,double-team,metronome,waterfall,swift,rest,substitute,thief,snore,protect,scary-face,mud-slap,icy-wind,endure,swagger,attract,sleep-talk,return,frustration,baton-pass,pursuit,iron-tail,hidden-power,rain-dance,crunch,rock-smash,whirlpool,hail,torment,facade,focus-punch,taunt,helping-hand,brick-break,secret-power,dive,rock-tomb,muddy-water,bulk-up,water-sport,water-pulse,brine,natural-gift,payback,fling,aqua-tail,focus-blast,giga-impact,ice-fang,captivate,aqua-jet,double-hit,soak,low-sweep,round,echoed-voice,scald,snarl,confide,power-up-punch,liquidation,flip-turn,wave-crash,tera-blast,ice-spinner,chilling-water",4,50.0,50.0,False,75,False,False,generation-iv,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,buizel,,False,,"couriway-town-area,frost-cavern-unknown-area-313,frost-cavern-unknown-area-315,fuego-ironworks-area,kalos-route-15-area,kalos-route-16-area,kalos-route-21-area,kalos-victory-road-unknown-area-322,kalos-victory-road-unknown-area-327,kalos-victory-road-unknown-area-328,lostlorn-forest-area,nature-sanctuary-area,sinnoh-route-213-area,sinnoh-route-218-area,sinnoh-route-221-area,sinnoh-route-222-area,sinnoh-route-224-area,sinnoh-sea-route-230-area,sinnoh-victory-road-b1f,sinnoh-victory-road-inside,sinnoh-victory-road-inside-b1f,sinnoh-victory-road-inside-exit,ultra-space-wilds-waterfall,unova-route-11-area,unova-route-14-area,unova-route-23-area,unova-victory-road-2-unknown-area-73,unova-victory-road-2-unknown-area-79","black,black-2,diamond,pearl,platinum,ultra-moon,ultra-sun,white,white-2,x,y",85,105,55,85,50,115
420,cherubi,4,33,55,grass,chlorophyll,"swords-dance,tackle,take-down,double-edge,absorb,leech-seed,growth,razor-leaf,solar-beam,stun-spore,sleep-powder,petal-dance,toxic,double-team,defense-curl,flash,rest,substitute,snore,protect,giga-drain,endure,rollout,swagger,attract,sleep-talk,return,frustration,safeguard,sweet-scent,morning-sun,synthesis,hidden-power,sunny-day,facade,nature-power,helping-hand,secret-power,weather-ball,aromatherapy,grass-whistle,tickle,bullet-seed,magical-leaf,healing-wish,natural-gift,lucky-chant,worry-seed,seed-bomb,energy-ball,captivate,grass-knot,round,heal-pulse,petal-blizzard,draining-kiss,flower-shield,grassy-terrain,confide,dazzling-gleam,leafage,pollen-puff,grassy-glide",4,50.0,50.0,False,190,False,False,generation-iv,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,,cherrim,True,cherrim por level-up (nivel 25),,,45,35,45,62,53,35
421,cherrim,5,93,158,grass,flower-gift,"swords-dance,tackle,take-down,double-edge,hyper-beam,absorb,leech-seed,growth,solar-beam,stun-spore,sleep-powder,petal-dance,toxic,double-team,flash,rest,substitute,snore,protect,giga-drain,endure,rollout,swagger,attract,sleep-talk,return,frustration,safeguard,morning-sun,synthesis,hidden-power,sunny-day,facade,nature-power,helping-hand,secret-power,weather-ball,bullet-seed,magical-leaf,natural-gift,lucky-chant,worry-seed,seed-bomb,energy-ball,giga-impact,captivate,grass-knot,round,petal-blizzard,draining-kiss,flower-shield,grassy-terrain,play-rough,confide,dazzling-gleam,solar-blade,leafage,laser-focus,pollen-puff,grassy-glide",4,50.0,50.0,False,75,False,False,generation-iv,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,cherubi,,False,,unova-route-12-area,"black,white",70,60,70,87,78,85
422,shellos,3,63,65,water,"sticky-hold,storm-drain,sand-force","headbutt,tackle,body-slam,take-down,mist,water-gun,hydro-pump,surf,ice-beam,blizzard,counter,string-shot,fissure,toxic,double-team,recover,harden,sludge,waterfall,amnesia,acid-armor,rest,rock-slide,substitute,snore,curse,protect,mud-slap,icy-wind,sandstorm,endure,swagger,attract,sleep-talk,return,frustration,pain-split,hidden-power,rain-dance,mirror-coat,ancient-power,whirlpool,stockpile,spit-up,swallow,hail,memento,facade,helping-hand,yawn,secret-power,dive,mud-sport,rock-tomb,muddy-water,mud-shot,water-pulse,brine,natural-gift,trump-card,earth-power,mud-bomb,stone-edge,captivate,stealth-rock,round,clear-smog,scald,bulldoze,confide,infestation,liquidation,skitter-smack,tera-blast,snowscape,chilling-water",4,50.0,50.0,False,190,False,False,generation-iv,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,,gastrodon,True,gastrodon por level-up (nivel 30),"canalave-city-area,fuego-ironworks-area,pastoria-city-area,seafolk-village-main,sinnoh-route-205-east-towards-eterna-city,sinnoh-route-205-south-towards-floaroma-town,sinnoh-route-212-east-towards-pastoria-city,sinnoh-route-213-area,sinnoh-route-218-area,sinnoh-route-221-area,sinnoh-route-224-area,valley-windworks-area","diamond,pearl,platinum,ultra-moon,ultra-sun",76,48,48,57,62,34
423,gastrodon,9,299,166,"water,ground","sticky-hold,storm-drain,sand-force","headbutt,tackle,body-slam,take-down,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,strength,string-shot,earthquake,dig,toxic,double-team,recover,harden,waterfall,amnesia,flash,rest,rock-slide,substitute,snore,curse,protect,sludge-bomb,mud-slap,spikes,icy-wind,sandstorm,endure,swagger,attract,sleep-talk,return,frustration,pain-split,hidden-power,rain-dance,ancient-power,rock-smash,whirlpool,hail,memento,facade,helping-hand,secret-power,dive,mud-sport,weather-ball,rock-tomb,sand-tomb,muddy-water,block,mud-shot,rock-blast,water-pulse,brine,natural-gift,earth-power,giga-impact,mud-bomb,stone-edge,captivate,stealth-rock,sludge-wave,round,scald,bulldoze,confide,infestation,stomping-tantrum,liquidation,skitter-smack,tera-blast,snowscape,chilling-water",4,50.0,50.0,False,75,False,False,generation-iv,"electric,fire,ground,poison,rock,steel","electric,grass,ice,water","fire,ice,poison,rock,steel,water",electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,shellos,,False,,"ancient-poni-path-area,canalave-city-area,exeggutor-island-area,fuego-ironworks-area,pastoria-city-area,poni-breaker-coast-area,poni-wilds-area,sinnoh-route-205-south-towards-floaroma-town,sinnoh-route-212-east-towards-pastoria-city,sinnoh-route-213-area,sinnoh-route-218-area,sinnoh-route-221-area,sinnoh-route-222-area,sinnoh-route-224-area,sinnoh-sea-route-230-area,valley-windworks-area","diamond,moon,pearl,platinum,sun,ultra-moon,ultra-sun",111,83,68,92,82,39
424,ambipom,12,203,169,normal,"technician,pickup,skill-link","fire-punch,ice-punch,thunder-punch,scratch,cut,slam,sand-attack,headbutt,take-down,double-edge,tail-whip,hyper-beam,low-kick,counter,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,agility,quick-attack,screech,double-team,metronome,swift,dream-eater,fury-swipes,rest,substitute,thief,snore,spite,protect,mud-slap,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,baton-pass,iron-tail,hidden-power,rain-dance,sunny-day,shadow-ball,rock-smash,beat-up,fake-out,uproar,facade,focus-punch,taunt,helping-hand,role-play,brick-break,knock-off,endeavor,snatch,secret-power,astonish,tickle,aerial-ace,bounce,mud-shot,covet,shock-wave,water-pulse,natural-gift,u-turn,payback,fling,last-resort,seed-bomb,switcheroo,giga-impact,nasty-plot,shadow-claw,mud-bomb,gunk-shot,captivate,grass-knot,double-hit,hone-claws,smack-down,low-sweep,foul-play,round,quick-guard,acrobatics,retaliate,work-up,dual-chop,confide,power-up-punch,laser-focus,throat-chop,triple-axel,tera-blast,trailblaze,chilling-water,upper-hand",4,50.0,50.0,False,45,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,aipom,,False,,poni-plains-west,"ultra-moon,ultra-sun",75,100,66,60,66,115
425,drifloon,4,12,70,"ghost,flying","aftermath,unburden,flare-boost","cut,gust,fly,bind,body-slam,disable,psybeam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,hypnosis,night-shade,double-team,minimize,haze,focus-energy,self-destruct,swift,constrict,amnesia,dream-eater,flash,explosion,rest,substitute,thief,snore,curse,spite,protect,mud-slap,destiny-bond,icy-wind,endure,rollout,swagger,attract,sleep-talk,return,frustration,pain-split,baton-pass,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,stockpile,spit-up,swallow,will-o-wisp,memento,facade,helping-hand,trick,magic-coat,recycle,knock-off,skill-swap,imprison,secret-power,astonish,weather-ball,air-cutter,silver-wind,extrasensory,aerial-ace,calm-mind,shock-wave,gyro-ball,natural-gift,tailwind,payback,embargo,sucker-punch,defog,trick-room,captivate,charge-beam,ominous-wind,telekinesis,round,clear-smog,stored-power,ally-switch,hex,acrobatics,phantom-force,confide,mystical-fire,brutal-swing,tera-blast,temper-flare",4,50.0,50.0,False,125,False,False,generation-iv,"bug,fighting,ghost,grass,psychic","dark,electric,ghost,ice,rock","bug,fighting,grass,poison","fighting,ground,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,,drifblim,True,drifblim por level-up (nivel 28),"alola-route-1-trainers-school,hauoli-cemetery-area,kalos-route-8-area,trainers-school-area,valley-windworks-area","diamond,moon,pearl,platinum,sun,ultra-moon,ultra-sun,x,y",90,50,34,60,44,70
426,drifblim,12,150,174,"ghost,flying","aftermath,unburden,flare-boost","cut,gust,fly,bind,body-slam,psybeam,hyper-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,hypnosis,night-shade,double-team,minimize,haze,focus-energy,self-destruct,swift,constrict,amnesia,dream-eater,flash,explosion,rest,substitute,thief,snore,curse,spite,protect,mud-slap,destiny-bond,icy-wind,endure,rollout,swagger,attract,sleep-talk,return,frustration,pain-split,baton-pass,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,stockpile,spit-up,swallow,will-o-wisp,facade,helping-hand,trick,magic-coat,recycle,knock-off,skill-swap,imprison,secret-power,astonish,weather-ball,air-cutter,silver-wind,extrasensory,aerial-ace,calm-mind,shock-wave,gyro-ball,natural-gift,tailwind,payback,embargo,fling,sucker-punch,air-slash,giga-impact,defog,trick-room,captivate,charge-beam,ominous-wind,telekinesis,round,stored-power,ally-switch,hex,acrobatics,phantom-force,confide,mystical-fire,strength-sap,brutal-swing,tera-blast,temper-flare",4,50.0,50.0,False,60,False,False,generation-iv,"bug,fighting,ghost,grass,psychic","dark,electric,ghost,ice,rock","bug,fighting,grass,poison","fighting,ground,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,drifloon,,False,,"giant-chasm-outside,poke-pelago-elite-four-defeated,poke-pelago-poni-island-reached,poke-pelago-ulaula-island-reached,reversal-mountain-unknown-area-48,unova-route-13-area,unova-route-14-area","black,black-2,moon,sun,white,white-2",150,80,44,90,54,80
427,buneary,4,55,70,normal,"run-away,klutz,limber","pound,mega-punch,fire-punch,ice-punch,thunder-punch,cut,double-kick,mega-kick,jump-kick,headbutt,double-edge,ice-beam,low-kick,solar-beam,thunderbolt,thunder-wave,dig,toxic,agility,quick-attack,double-team,defense-curl,swift,dizzy-punch,splash,rest,substitute,snore,flail,protect,sweet-kiss,mud-slap,foresight,endure,charm,swagger,attract,sleep-talk,heal-bell,return,frustration,baton-pass,encore,iron-tail,hidden-power,rain-dance,sunny-day,shadow-ball,rock-smash,fake-out,uproar,flatter,facade,focus-punch,helping-hand,magic-coat,endeavor,secret-power,teeter-dance,mud-sport,hyper-voice,fake-tears,cosmic-power,sky-uppercut,bounce,covet,shock-wave,water-pulse,healing-wish,natural-gift,payback,assurance,fling,copycat,last-resort,drain-punch,switcheroo,captivate,grass-knot,charge-beam,double-hit,low-sweep,entrainment,after-you,round,circle-throw,retaliate,work-up,draining-kiss,play-rough,confide,baby-doll-eyes,power-up-punch,triple-axel",4,50.0,50.0,False,190,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,,lopunny,True,lopunny por level-up (felicidad mínima 160),"alola-route-1-east,alola-route-1-west,castelia-city-area,eterna-forest-area,kanto-route-25-area,poni-grove-area","black-2,diamond,heartgold,pearl,platinum,soulsilver,ultra-moon,ultra-sun",55,66,44,44,56,85
428,lopunny,12,333,168,normal,"cute-charm,klutz,limber","pound,mega-punch,fire-punch,ice-punch,thunder-punch,cut,double-kick,mega-kick,jump-kick,headbutt,double-edge,ice-beam,blizzard,hyper-beam,low-kick,strength,solar-beam,thunderbolt,thunder-wave,thunder,dig,toxic,agility,quick-attack,double-team,defense-curl,swift,high-jump-kick,dizzy-punch,splash,rest,substitute,snore,reversal,protect,mach-punch,mud-slap,foresight,endure,charm,swagger,fury-cutter,attract,sleep-talk,heal-bell,return,frustration,baton-pass,encore,iron-tail,hidden-power,rain-dance,sunny-day,mirror-coat,shadow-ball,rock-smash,uproar,flatter,facade,focus-punch,helping-hand,magic-coat,endeavor,secret-power,hyper-voice,fake-tears,cosmic-power,bounce,covet,shock-wave,water-pulse,healing-wish,natural-gift,u-turn,close-combat,payback,assurance,fling,last-resort,aura-sphere,drain-punch,focus-blast,giga-impact,captivate,grass-knot,charge-beam,double-hit,low-sweep,entrainment,after-you,round,acrobatics,retaliate,work-up,rototiller,draining-kiss,play-rough,confide,baby-doll-eyes,power-up-punch,laser-focus,brutal-swing,triple-axel",4,50.0,50.0,False,60,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,buneary,,False,,"castelia-city-area,poni-grove-area","black-2,ultra-moon,ultra-sun",65,76,84,54,96,105
429,mismagius,9,44,173,ghost,levitate,"headbutt,growl,psybeam,hyper-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,hypnosis,night-shade,double-team,confuse-ray,swift,dream-eater,flash,psywave,rest,substitute,thief,snore,curse,spite,protect,scary-face,perish-song,icy-wind,endure,charm,swagger,mean-look,attract,sleep-talk,heal-bell,return,frustration,pain-split,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,uproar,torment,will-o-wisp,facade,taunt,helping-hand,trick,magic-coat,skill-swap,imprison,grudge,snatch,secret-power,hyper-voice,astonish,fake-tears,extrasensory,aerial-ace,magical-leaf,calm-mind,shock-wave,natural-gift,payback,embargo,lucky-chant,sucker-punch,dark-pulse,power-gem,energy-ball,giga-impact,nasty-plot,shadow-sneak,trick-room,captivate,grass-knot,charge-beam,ominous-wind,wonder-room,psyshock,telekinesis,magic-room,foul-play,round,echoed-voice,stored-power,ally-switch,hex,phantom-force,draining-kiss,confide,mystical-fire,dazzling-gleam,laser-focus,burning-jealousy,lash-out,poltergeist,tera-blast,snowscape,psychic-noise",4,50.0,50.0,False,45,False,False,generation-iv,"ghost,psychic","dark,ghost","bug,poison","fighting,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,misdreavus,,False,,"abundant-shrine-area,poke-pelago-elite-four-defeated","moon,sun,white",60,60,60,105,105,105
430,honchkrow,9,273,177,"dark,flying","insomnia,super-luck,moxie","gust,wing-attack,fly,take-down,double-edge,hyper-beam,peck,thunder-wave,toxic,psychic,night-shade,double-team,confuse-ray,haze,swift,dream-eater,sky-attack,rest,substitute,thief,snore,spite,protect,scary-face,mud-slap,icy-wind,endure,swagger,steel-wing,mean-look,attract,sleep-talk,return,frustration,pursuit,hidden-power,twister,rain-dance,sunny-day,psych-up,shadow-ball,uproar,heat-wave,torment,facade,taunt,helping-hand,superpower,endeavor,snatch,secret-power,feather-dance,astonish,air-cutter,aerial-ace,calm-mind,roost,natural-gift,pluck,tailwind,u-turn,payback,assurance,embargo,sucker-punch,dark-pulse,night-slash,air-slash,brave-bird,giga-impact,nasty-plot,defog,captivate,ominous-wind,foul-play,round,hex,incinerate,quash,acrobatics,retaliate,hurricane,snarl,confide,lash-out,dual-wingbeat,tera-blast,chilling-water,comeuppance,psychic-noise",4,50.0,50.0,False,30,False,False,generation-iv,"bug,fighting,ghost,grass,psychic","bug,electric,fairy,fighting,ice,rock","bug,dark,fighting,ghost,grass","ground,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,murkrow,,False,,"abundant-shrine-area,poke-pelago-elite-four-defeated","black,ultra-moon,ultra-sun",100,125,52,105,52,71
431,glameow,5,39,62,normal,"limber,own-tempo,keen-eye","scratch,cut,sand-attack,headbutt,tackle,double-edge,tail-whip,bite,growl,thunderbolt,thunder,dig,toxic,hypnosis,quick-attack,double-team,swift,dream-eater,flash,fury-swipes,rest,super-fang,slash,substitute,thief,snore,flail,protect,feint-attack,mud-slap,endure,charm,swagger,fury-cutter,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,fake-out,torment,facade,taunt,assist,knock-off,snatch,secret-power,hyper-voice,fake-tears,aerial-ace,covet,shock-wave,water-pulse,wake-up-slap,natural-gift,u-turn,payback,assurance,last-resort,sucker-punch,night-slash,nasty-plot,shadow-claw,captivate,hone-claws,foul-play,round,echoed-voice,retaliate,work-up,play-rough,confide",6,25.0,75.0,False,190,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,,purugly,True,purugly por level-up (nivel 38),"sinnoh-route-218-area,sinnoh-route-222-area",pearl,49,55,42,42,37,85
