encounter_id,pokemon_id,location_area_id,version,generation
2765,74,126,diamond,generation-iv
2766,74,126,pearl,generation-iv
2767,77,126,diamond,generation-iv
2768,77,126,pearl,generation-iv
2769,96,126,diamond,generation-iv
2770,96,126,pearl,generation-iv
2771,96,126,platinum,generation-iv
2772,108,126,platinum,generation-iv
2773,123,126,platinum,generation-iv
2774,183,126,platinum,generation-iv
2775,207,126,diamond,generation-iv
2776,207,126,pearl,generation-iv
2777,229,126,pearl,generation-iv
2778,262,126,diamond,generation-iv
2779,397,126,platinum,generation-iv
2780,402,126,diamond,generation-iv
2781,402,126,pearl,generation-iv
2782,41,127,diamond,generation-iv
2783,41,127,pearl,generation-iv
2784,41,127,platinum,generation-iv
2785,67,127,diamond,generation-iv
2786,67,127,pearl,generation-iv
2787,75,127,diamond,generation-iv
2788,75,127,pearl,generation-iv
2789,75,127,platinum,generation-iv
2790,164,127,diamond,generation-iv
2791,164,127,pearl,generation-iv
2792,215,127,diamond,generation-iv
2793,215,127,pearl,generation-iv
2794,215,127,platinum,generation-iv
2795,217,127,diamond,generation-iv
2796,217,127,pearl,generation-iv
2797,217,127,platinum,generation-iv
2798,225,127,diamond,generation-iv
2799,225,127,pearl,generation-iv
2800,307,127,diamond,generation-iv
2801,307,127,pearl,generation-iv
2802,307,127,platinum,generation-iv
2803,361,127,diamond,generation-iv
2804,361,127,pearl,generation-iv
2805,361,127,platinum,generation-iv
2806,459,127,diamond,generation-iv
2807,459,127,pearl,generation-iv
2808,459,127,platinum,generation-iv
2809,41,128,diamond,generation-iv
2810,41,128,pearl,generation-iv
2811,67,128,diamond,generation-iv
2812,67,128,pearl,generation-iv
2813,164,128,diamond,generation-iv
2814,164,128,pearl,generation-iv
2815,215,128,diamond,generation-iv
2816,215,128,pearl,generation-iv
2817,215,128,platinum,generation-iv
2818,217,128,diamond,generation-iv
2819,217,128,pearl,generation-iv
2820,217,128,platinum,generation-iv
2821,220,128,diamond,generation-iv
2822,220,128,pearl,generation-iv
2823,220,128,platinum,generation-iv
2824,221,128,platinum,generation-iv
2825,225,128,platinum,generation-iv
2826,307,128,diamond,generation-iv
2827,307,128,pearl,generation-iv
2828,308,128,diamond,generation-iv
2829,308,128,pearl,generation-iv
2830,361,128,diamond,generation-iv
2831,361,128,pearl,generation-iv
2832,361,128,platinum,generation-iv
2833,459,128,diamond,generation-iv
2834,459,128,pearl,generation-iv
2835,459,128,platinum,generation-iv
2836,72,129,diamond,generation-iv
2837,72,129,pearl,generation-iv
2838,72,129,platinum,generation-iv
2839,73,129,diamond,generation-iv
2840,73,129,pearl,generation-iv
2841,73,129,platinum,generation-iv
2842,100,129,diamond,generation-iv
2843,100,129,pearl,generation-iv
2844,100,129,platinum,generation-iv
2845,122,129,diamond,generation-iv
2846,122,129,platinum,generation-iv
2847,129,129,diamond,generation-iv
2848,129,129,pearl,generation-iv
2849,129,129,platinum,generation-iv
2850,130,129,diamond,generation-iv
2851,130,129,pearl,generation-iv
2852,130,129,platinum,generation-iv
2853,132,129,diamond,generation-iv
2854,132,129,pearl,generation-iv
2855,278,129,diamond,generation-iv
2856,278,129,pearl,generation-iv
2857,279,129,diamond,generation-iv
2858,279,129,pearl,generation-iv
2859,419,129,diamond,generation-iv
2860,419,129,pearl,generation-iv
2861,419,129,platinum,generation-iv
2862,422,129,diamond,generation-iv
2863,422,129,pearl,generation-iv
2864,422,129,platinum,generation-iv
2865,423,129,diamond,generation-iv
2866,423,129,pearl,generation-iv
2867,423,129,platinum,generation-iv
2868,431,129,pearl,generation-iv
2869,441,129,platinum,generation-iv
2870,456,129,diamond,generation-iv
2871,456,129,pearl,generation-iv
2872,456,129,platinum,generation-iv
2873,457,129,diamond,generation-iv
2874,457,129,pearl,generation-iv
2875,457,129,platinum,generation-iv
2876,72,130,diamond,generation-iv
2877,72,130,pearl,generation-iv
2878,72,130,platinum,generation-iv
2879,73,130,diamond,generation-iv
2880,73,130,pearl,generation-iv
2881,73,130,platinum,generation-iv
2882,129,130,diamond,generation-iv
2883,129,130,pearl,generation-iv
2884,129,130,platinum,generation-iv
2885,130,130,diamond,generation-iv
2886,130,130,pearl,generation-iv
2887,130,130,platinum,generation-iv
2888,278,130,diamond,generation-iv
2889,278,130,pearl,generation-iv
2890,278,130,platinum,generation-iv
2891,279,130,diamond,generation-iv
2892,279,130,pearl,generation-iv
2893,279,130,platinum,generation-iv
2894,366,130,diamond,generation-iv
2895,366,130,pearl,generation-iv
2896,456,130,diamond,generation-iv
2897,456,130,pearl,generation-iv
2898,456,130,platinum,generation-iv
2899,457,130,diamond,generation-iv
2900,457,130,pearl,generation-iv
2901,457,130,platinum,generation-iv
2902,30,131,diamond,generation-iv
2903,30,131,pearl,generation-iv
2904,30,131,platinum,generation-iv
2905,33,131,diamond,generation-iv
2906,33,131,pearl,generation-iv
2907,33,131,platinum,generation-iv
2908,72,131,diamond,generation-iv
2909,72,131,pearl,generation-iv
2910,72,131,platinum,generation-iv
2911,73,131,diamond,generation-iv
2912,73,131,pearl,generation-iv
2913,73,131,platinum,generation-iv
2914,83,131,diamond,generation-iv
2915,83,131,pearl,generation-iv
2916,83,131,platinum,generation-iv
2917,129,131,diamond,generation-iv
2918,129,131,pearl,generation-iv
2919,129,131,platinum,generation-iv
2920,130,131,diamond,generation-iv
2921,130,131,pearl,generation-iv
2922,130,131,platinum,generation-iv
2923,185,131,pearl,generation-iv
2924,185,131,platinum,generation-iv
2925,203,131,platinum,generation-iv
2926,278,131,diamond,generation-iv
2927,278,131,pearl,generation-iv
2928,278,131,platinum,generation-iv
2929,279,131,diamond,generation-iv
2930,279,131,pearl,generation-iv
2931,279,131,platinum,generation-iv
2932,315,131,diamond,generation-iv
2933,315,131,pearl,generation-iv
2934,315,131,platinum,generation-iv
2935,366,131,diamond,generation-iv
2936,366,131,pearl,generation-iv
2937,419,131,diamond,generation-iv
2938,419,131,pearl,generation-iv
2939,419,131,platinum,generation-iv
2940,422,131,diamond,generation-iv
2941,422,131,pearl,generation-iv
2942,423,131,diamond,generation-iv
2943,423,131,pearl,generation-iv
2944,434,131,diamond,generation-iv
2945,435,131,diamond,generation-iv
2946,456,131,diamond,generation-iv
2947,456,131,pearl,generation-iv
2948,456,131,platinum,generation-iv
2949,457,131,diamond,generation-iv
2950,457,131,pearl,generation-iv
2951,457,131,platinum,generation-iv
2952,72,132,diamond,generation-iv
2953,72,132,pearl,generation-iv
2954,72,132,platinum,generation-iv
2955,73,132,diamond,generation-iv
2956,73,132,pearl,generation-iv
2957,73,132,platinum,generation-iv
2958,81,132,platinum,generation-iv
2959,82,132,platinum,generation-iv
2960,122,132,diamond,generation-iv
2961,125,132,platinum,generation-iv
2962,129,132,diamond,generation-iv
2963,129,132,pearl,generation-iv
2964,129,132,platinum,generation-iv
2965,130,132,diamond,generation-iv
2966,130,132,pearl,generation-iv
2967,130,132,platinum,generation-iv
2968,180,132,diamond,generation-iv
2969,180,132,pearl,generation-iv
2970,180,132,platinum,generation-iv
2971,223,132,diamond,generation-iv
2972,223,132,pearl,generation-iv
2973,223,132,platinum,generation-iv
2974,224,132,diamond,generation-iv
2975,224,132,pearl,generation-iv
2976,224,132,platinum,generation-iv
2977,278,132,diamond,generation-iv
2978,278,132,pearl,generation-iv
2979,278,132,platinum,generation-iv
2980,279,132,diamond,generation-iv
2981,279,132,pearl,generation-iv
2982,279,132,platinum,generation-iv
2983,300,132,diamond,generation-iv
2984,300,132,pearl,generation-iv
2985,300,132,platinum,generation-iv
2986,319,132,diamond,generation-iv
2987,319,132,pearl,generation-iv
2988,404,132,platinum,generation-iv
2989,419,132,diamond,generation-iv
2990,419,132,pearl,generation-iv
2991,419,132,platinum,generation-iv
2992,423,132,diamond,generation-iv
2993,423,132,pearl,generation-iv
2994,431,132,pearl,generation-iv
2995,432,132,pearl,generation-iv
2996,441,132,diamond,generation-iv
2997,441,132,pearl,generation-iv
2998,441,132,platinum,generation-iv
2999,43,133,platinum,generation-iv
3000,44,133,diamond,generation-iv
3001,44,133,pearl,generation-iv
3002,44,133,platinum,generation-iv
3003,69,133,platinum,generation-iv
3004,70,133,diamond,generation-iv
3005,70,133,pearl,generation-iv
3006,70,133,platinum,generation-iv
3007,73,133,diamond,generation-iv
3008,73,133,pearl,generation-iv
3009,73,133,platinum,generation-iv
3010,129,133,diamond,generation-iv
3011,129,133,pearl,generation-iv
3012,129,133,platinum,generation-iv
3013,130,133,diamond,generation-iv
3014,130,133,pearl,generation-iv
3015,130,133,platinum,generation-iv
3016,177,133,diamond,generation-iv
3017,177,133,pearl,generation-iv
3018,177,133,platinum,generation-iv
3019,213,133,diamond,generation-iv
3020,213,133,pearl,generation-iv
3021,213,133,platinum,generation-iv
3022,223,133,diamond,generation-iv
3023,223,133,pearl,generation-iv
3024,223,133,platinum,generation-iv
3025,224,133,diamond,generation-iv
3026,224,133,pearl,generation-iv
3027,224,133,platinum,generation-iv
3028,267,133,diamond,generation-iv
3029,267,133,pearl,generation-iv
3030,267,133,platinum,generation-iv
3031,269,133,platinum,generation-iv
3032,279,133,diamond,generation-iv
3033,279,133,pearl,generation-iv
3034,279,133,platinum,generation-iv
3035,315,133,diamond,generation-iv
3036,315,133,pearl,generation-iv
3037,315,133,platinum,generation-iv
3038,355,133,diamond,generation-iv
3039,355,133,pearl,generation-iv
3040,356,133,diamond,generation-iv
3041,356,133,pearl,generation-iv
3042,370,133,diamond,generation-iv
3043,370,133,pearl,generation-iv
3044,370,133,platinum,generation-iv
3045,418,133,diamond,generation-iv
3046,418,133,pearl,generation-iv
3047,419,133,diamond,generation-iv
3048,419,133,pearl,generation-iv
3049,419,133,platinum,generation-iv
3050,422,133,diamond,generation-iv
3051,422,133,pearl,generation-iv
3052,423,133,diamond,generation-iv
3053,423,133,pearl,generation-iv
3054,423,133,platinum,generation-iv
3055,441,133,diamond,generation-iv
3056,441,133,pearl,generation-iv
3057,19,134,diamond,generation-iv
3058,19,134,pearl,generation-iv
3059,19,134,platinum,generation-iv
3060,20,134,diamond,generation-iv
3061,20,134,pearl,generation-iv
3062,20,134,platinum,generation-iv
3063,21,134,diamond,generation-iv
3064,21,134,pearl,generation-iv
3065,21,134,platinum,generation-iv
3066,22,134,diamond,generation-iv
3067,22,134,pearl,generation-iv
3068,22,134,platinum,generation-iv
3069,54,134,platinum,generation-iv
3070,55,134,diamond,generation-iv
3071,55,134,pearl,generation-iv
3072,55,134,platinum,generation-iv
3073,56,134,diamond,generation-iv
3074,56,134,pearl,generation-iv
3075,56,134,platinum,generation-iv
3076,57,134,diamond,generation-iv
3077,57,134,pearl,generation-iv
3078,57,134,platinum,generation-iv
3079,60,134,diamond,generation-iv
3080,60,134,pearl,generation-iv
3081,61,134,diamond,generation-iv
3082,61,134,pearl,generation-iv
3083,67,134,diamond,generation-iv
3084,67,134,pearl,generation-iv
3085,67,134,platinum,generation-iv
3086,75,134,platinum,generation-iv
3087,129,134,diamond,generation-iv
3088,129,134,pearl,generation-iv
3089,129,134,platinum,generation-iv
3090,130,134,diamond,generation-iv
3091,130,134,pearl,generation-iv
3092,130,134,platinum,generation-iv
3093,296,134,diamond,generation-iv
3094,296,134,pearl,generation-iv
3095,296,134,platinum,generation-iv
3096,315,134,diamond,generation-iv
3097,315,134,pearl,generation-iv
3098,339,134,platinum,generation-iv
3099,340,134,platinum,generation-iv
3100,354,134,diamond,generation-iv
3101,354,134,pearl,generation-iv
3102,354,134,platinum,generation-iv
3103,435,134,diamond,generation-iv
3104,22,135,diamond,generation-iv
3105,22,135,pearl,generation-iv
3106,22,135,platinum,generation-iv
3107,42,135,diamond,generation-iv
3108,42,135,pearl,generation-iv
3109,42,135,platinum,generation-iv
3110,60,135,diamond,generation-iv
3111,60,135,pearl,generation-iv
3112,60,135,platinum,generation-iv
3113,61,135,diamond,generation-iv
3114,61,135,pearl,generation-iv
3115,61,135,platinum,generation-iv
3116,75,135,diamond,generation-iv
3117,75,135,pearl,generation-iv
3118,75,135,platinum,generation-iv
3119,110,135,diamond,generation-iv
3120,110,135,pearl,generation-iv
3121,110,135,platinum,generation-iv
3122,111,135,diamond,generation-iv
3123,111,135,pearl,generation-iv
3124,111,135,platinum,generation-iv
3125,112,135,diamond,generation-iv
3126,112,135,pearl,generation-iv
3127,112,135,platinum,generation-iv
3128,129,135,diamond,generation-iv
3129,129,135,pearl,generation-iv
3130,129,135,platinum,generation-iv
3131,130,135,diamond,generation-iv
3132,130,135,pearl,generation-iv
3133,130,135,platinum,generation-iv
3134,207,135,diamond,generation-iv
3135,207,135,pearl,generation-iv
3136,227,135,diamond,generation-iv
3137,227,135,pearl,generation-iv
3138,227,135,platinum,generation-iv
3139,240,135,diamond,generation-iv
3140,240,135,pearl,generation-iv
3141,322,135,diamond,generation-iv
3142,322,135,pearl,generation-iv
3143,322,135,platinum,generation-iv
3144,323,135,diamond,generation-iv
3145,323,135,pearl,generation-iv
3146,323,135,platinum,generation-iv
3147,324,135,diamond,generation-iv
3148,324,135,pearl,generation-iv
3149,324,135,platinum,generation-iv
3150,327,135,diamond,generation-iv
3151,327,135,pearl,generation-iv
3152,327,135,platinum,generation-iv
3153,339,135,diamond,generation-iv
3154,339,135,pearl,generation-iv
3155,339,135,platinum,generation-iv
3156,340,135,diamond,generation-iv
3157,340,135,pearl,generation-iv
3158,340,135,platinum,generation-iv
3159,354,135,diamond,generation-iv
3160,354,135,pearl,generation-iv
3161,28,136,diamond,generation-iv
3162,28,136,pearl,generation-iv
3163,28,136,platinum,generation-iv
3164,50,136,diamond,generation-iv
3165,50,136,pearl,generation-iv
3166,50,136,platinum,generation-iv
3167,51,136,diamond,generation-iv
3168,51,136,pearl,generation-iv
3169,51,136,platinum,generation-iv
3170,60,136,diamond,generation-iv
3171,60,136,pearl,generation-iv
3172,60,136,platinum,generation-iv
3173,61,136,diamond,generation-iv
3174,61,136,pearl,generation-iv
3175,61,136,platinum,generation-iv
3176,112,136,diamond,generation-iv
3177,112,136,pearl,generation-iv
3178,112,136,platinum,generation-iv
3179,129,136,diamond,generation-iv
3180,129,136,pearl,generation-iv
3181,129,136,platinum,generation-iv
3182,130,136,diamond,generation-iv
3183,130,136,pearl,generation-iv
3184,130,136,platinum,generation-iv
3185,328,136,diamond,generation-iv
3186,328,136,pearl,generation-iv
3187,329,136,diamond,generation-iv
3188,329,136,pearl,generation-iv
3189,331,136,diamond,generation-iv
3190,331,136,pearl,generation-iv
3191,331,136,platinum,generation-iv
3192,332,136,diamond,generation-iv
3193,332,136,pearl,generation-iv
3194,332,136,platinum,generation-iv
3195,339,136,diamond,generation-iv
3196,339,136,pearl,generation-iv
3197,339,136,platinum,generation-iv
3198,340,136,diamond,generation-iv
3199,340,136,pearl,generation-iv
3200,340,136,platinum,generation-iv
3201,374,136,diamond,generation-iv
3202,374,136,pearl,generation-iv
3203,374,136,platinum,generation-iv
3204,450,136,diamond,generation-iv
3205,450,136,pearl,generation-iv
3206,450,136,platinum,generation-iv
3207,16,137,diamond,generation-iv
3208,16,137,pearl,generation-iv
3209,16,137,platinum,generation-iv
3210,43,137,diamond,generation-iv
3211,43,137,pearl,generation-iv
3212,44,137,diamond,generation-iv
3213,44,137,pearl,generation-iv
3214,48,137,diamond,generation-iv
3215,48,137,pearl,generation-iv
3216,48,137,platinum,generation-iv
3217,49,137,diamond,generation-iv
3218,49,137,pearl,generation-iv
3219,49,137,platinum,generation-iv
3220,69,137,diamond,generation-iv
3221,69,137,pearl,generation-iv
3222,70,137,diamond,generation-iv
3223,70,137,pearl,generation-iv
3224,118,137,platinum,generation-iv
3225,119,137,platinum,generation-iv
3226,123,137,diamond,generation-iv
3227,127,137,pearl,generation-iv
3228,127,137,platinum,generation-iv
3229,129,137,diamond,generation-iv
3230,129,137,pearl,generation-iv
3231,129,137,platinum,generation-iv
3232,130,137,diamond,generation-iv
3233,130,137,pearl,generation-iv
3234,130,137,platinum,generation-iv
3235,166,137,diamond,generation-iv
3236,166,137,pearl,generation-iv
3237,166,137,platinum,generation-iv
3238,168,137,diamond,generation-iv
3239,168,137,pearl,generation-iv
3240,168,137,platinum,generation-iv
3241,204,137,diamond,generation-iv
3242,204,137,pearl,generation-iv
3243,204,137,platinum,generation-iv
3244,267,137,platinum,generation-iv
3245,269,137,platinum,generation-iv
3246,271,137,diamond,generation-iv
3247,271,137,pearl,generation-iv
3248,271,137,platinum,generation-iv
3249,274,137,diamond,generation-iv
3250,274,137,pearl,generation-iv
3251,274,137,platinum,generation-iv
3252,278,137,diamond,generation-iv
3253,278,137,pearl,generation-iv
3254,279,137,diamond,generation-iv
3255,279,137,pearl,generation-iv
3256,283,137,platinum,generation-iv
3257,284,137,platinum,generation-iv
3258,313,137,diamond,generation-iv
3259,313,137,pearl,generation-iv
3260,313,137,platinum,generation-iv
3261,314,137,diamond,generation-iv
3262,314,137,pearl,generation-iv
3263,314,137,platinum,generation-iv
3264,315,137,diamond,generation-iv
3265,315,137,platinum,generation-iv
3266,432,137,pearl,generation-iv
3267,54,138,diamond,generation-iv
3268,54,138,pearl,generation-iv
3269,54,138,platinum,generation-iv
3270,55,138,diamond,generation-iv
3271,55,138,pearl,generation-iv
3272,55,138,platinum,generation-iv
3273,118,138,diamond,generation-iv
3274,118,138,pearl,generation-iv
3275,118,138,platinum,generation-iv
3276,119,138,diamond,generation-iv
3277,119,138,pearl,generation-iv
3278,119,138,platinum,generation-iv
3279,129,138,diamond,generation-iv
3280,129,138,pearl,generation-iv
3281,129,138,platinum,generation-iv
3282,130,138,diamond,generation-iv
3283,130,138,pearl,generation-iv
3284,130,138,platinum,generation-iv
3285,54,139,diamond,generation-iv
3286,54,139,pearl,generation-iv
3287,54,139,platinum,generation-iv
3288,55,139,diamond,generation-iv
3289,55,139,pearl,generation-iv
3290,55,139,platinum,generation-iv
3291,118,139,platinum,generation-iv
3292,119,139,platinum,generation-iv
3293,129,139,diamond,generation-iv
3294,129,139,pearl,generation-iv
3295,129,139,platinum,generation-iv
3296,130,139,diamond,generation-iv
3297,130,139,pearl,generation-iv
3298,130,139,platinum,generation-iv
3299,339,139,diamond,generation-iv
3300,339,139,pearl,generation-iv
3301,340,139,diamond,generation-iv
3302,340,139,pearl,generation-iv
3303,341,139,diamond,generation-iv
3304,341,139,pearl,generation-iv
3305,341,139,platinum,generation-iv
3306,342,139,diamond,generation-iv
3307,342,139,pearl,generation-iv
3308,342,139,platinum,generation-iv
3309,54,140,platinum,generation-iv
3310,55,140,diamond,generation-iv
3311,55,140,pearl,generation-iv
3312,55,140,platinum,generation-iv
3313,118,140,diamond,generation-iv
3314,118,140,pearl,generation-iv
3315,119,140,diamond,generation-iv
3316,119,140,pearl,generation-iv
3317,129,140,diamond,generation-iv
3318,129,140,pearl,generation-iv
3319,129,140,platinum,generation-iv
3320,130,140,diamond,generation-iv
3321,130,140,pearl,generation-iv
3322,72,141,diamond,generation-iv
3323,72,141,pearl,generation-iv
3324,72,141,platinum,generation-iv
3325,73,141,diamond,generation-iv
3326,73,141,pearl,generation-iv
3327,73,141,platinum,generation-iv
3328,129,141,diamond,generation-iv
3329,129,141,pearl,generation-iv
3330,129,141,platinum,generation-iv
3331,130,141,diamond,generation-iv
3332,130,141,pearl,generation-iv
3333,130,141,platinum,generation-iv
3334,170,141,diamond,generation-iv
3335,170,141,pearl,generation-iv
3336,170,141,platinum,generation-iv
3337,171,141,diamond,generation-iv
3338,171,141,pearl,generation-iv
3339,278,141,diamond,generation-iv
3340,278,141,pearl,generation-iv
3341,278,141,platinum,generation-iv
3342,279,141,diamond,generation-iv
3343,279,141,pearl,generation-iv
3344,279,141,platinum,generation-iv
3345,456,141,diamond,generation-iv
3346,456,141,pearl,generation-iv
3347,456,141,platinum,generation-iv
3348,457,141,diamond,generation-iv
3349,457,141,pearl,generation-iv
3350,457,141,platinum,generation-iv
3351,73,142,diamond,generation-iv
3352,73,142,pearl,generation-iv
3353,73,142,platinum,generation-iv
3354,129,142,diamond,generation-iv
3355,129,142,pearl,generation-iv
3356,129,142,platinum,generation-iv
3357,130,142,diamond,generation-iv
3358,130,142,pearl,generation-iv
3359,130,142,platinum,generation-iv
3360,223,142,diamond,generation-iv
3361,223,142,pearl,generation-iv
3362,223,142,platinum,generation-iv
3363,224,142,diamond,generation-iv
3364,224,142,pearl,generation-iv
3365,224,142,platinum,generation-iv
3366,279,142,diamond,generation-iv
3367,279,142,pearl,generation-iv
3368,279,142,platinum,generation-iv
3369,320,142,diamond,generation-iv
3370,320,142,pearl,generation-iv
3371,320,142,platinum,generation-iv
3372,321,142,diamond,generation-iv
3373,321,142,pearl,generation-iv
3374,321,142,platinum,generation-iv
3375,458,142,diamond,generation-iv
3376,458,142,pearl,generation-iv
3377,458,142,platinum,generation-iv
3378,19,143,diamond,generation-iv
3379,19,143,pearl,generation-iv
3380,19,143,platinum,generation-iv
3381,20,143,diamond,generation-iv
3382,20,143,pearl,generation-iv
3383,20,143,platinum,generation-iv
3384,21,143,diamond,generation-iv
3385,21,143,pearl,generation-iv
3386,22,143,diamond,generation-iv
3387,22,143,pearl,generation-iv
3388,22,143,platinum,generation-iv
3389,55,143,diamond,generation-iv
3390,55,143,pearl,generation-iv
3391,56,143,diamond,generation-iv
3392,56,143,pearl,generation-iv
3393,56,143,platinum,generation-iv
3394,57,143,diamond,generation-iv
3395,57,143,pearl,generation-iv
3396,57,143,platinum,generation-iv
3397,67,143,diamond,generation-iv
3398,67,143,pearl,generation-iv
3399,67,143,platinum,generation-iv
3400,73,143,diamond,generation-iv
3401,73,143,pearl,generation-iv
3402,73,143,platinum,generation-iv
3403,75,143,platinum,generation-iv
3404,86,143,diamond,generation-iv
3405,87,143,diamond,generation-iv
3406,98,143,diamond,generation-iv
3407,98,143,pearl,generation-iv
3408,98,143,platinum,generation-iv
3409,116,143,diamond,generation-iv
3410,116,143,pearl,generation-iv
3411,116,143,platinum,generation-iv
3412,117,143,diamond,generation-iv
3413,117,143,pearl,generation-iv
3414,117,143,platinum,generation-iv
3415,129,143,diamond,generation-iv
3416,129,143,pearl,generation-iv
3417,129,143,platinum,generation-iv
3418,130,143,diamond,generation-iv
3419,130,143,pearl,generation-iv
3420,130,143,platinum,generation-iv
3421,278,143,platinum,generation-iv
3422,279,143,diamond,generation-iv
3423,279,143,pearl,generation-iv
3424,279,143,platinum,generation-iv
3425,354,143,diamond,generation-iv
3426,354,143,pearl,generation-iv
3427,354,143,platinum,generation-iv
3428,363,143,pearl,generation-iv
3429,364,143,pearl,generation-iv
3430,369,143,diamond,generation-iv
3431,369,143,pearl,generation-iv
3432,369,143,platinum,generation-iv
3433,43,144,diamond,generation-iv
3434,43,144,pearl,generation-iv
3435,43,144,platinum,generation-iv
3436,44,144,diamond,generation-iv
3437,44,144,pearl,generation-iv
3438,44,144,platinum,generation-iv
3439,55,144,diamond,generation-iv
3440,55,144,pearl,generation-iv
3441,69,144,diamond,generation-iv
3442,69,144,pearl,generation-iv
3443,69,144,platinum,generation-iv
3444,70,144,diamond,generation-iv
3445,70,144,pearl,generation-iv
3446,70,144,platinum,generation-iv
3447,73,144,diamond,generation-iv
3448,73,144,pearl,generation-iv
3449,73,144,platinum,generation-iv
3450,86,144,diamond,generation-iv
3451,87,144,diamond,generation-iv
3452,129,144,diamond,generation-iv
3453,129,144,pearl,generation-iv
3454,129,144,platinum,generation-iv
3455,130,144,diamond,generation-iv
3456,130,144,pearl,generation-iv
3457,130,144,platinum,generation-iv
3458,175,144,diamond,generation-iv
3459,175,144,pearl,generation-iv
3460,175,144,platinum,generation-iv
3461,222,144,diamond,generation-iv
3462,222,144,pearl,generation-iv
3463,222,144,platinum,generation-iv
3464,223,144,diamond,generation-iv
3465,223,144,pearl,generation-iv
3466,223,144,platinum,generation-iv
3467,224,144,diamond,generation-iv
3468,224,144,pearl,generation-iv
3469,224,144,platinum,generation-iv
3470,267,144,diamond,generation-iv
3471,269,144,pearl,generation-iv
3472,278,144,platinum,generation-iv
3473,279,144,diamond,generation-iv
3474,279,144,pearl,generation-iv
3475,279,144,platinum,generation-iv
3476,315,144,platinum,generation-iv
3477,320,144,diamond,generation-iv
3478,320,144,pearl,generation-iv
3479,320,144,platinum,generation-iv
3480,321,144,diamond,generation-iv
3481,321,144,pearl,generation-iv
3482,321,144,platinum,generation-iv
3483,363,144,pearl,generation-iv
3484,364,144,pearl,generation-iv
3485,364,144,platinum,generation-iv
3486,419,144,diamond,generation-iv
3487,419,144,pearl,generation-iv
3488,419,144,platinum,generation-iv
3489,423,144,diamond,generation-iv
3490,423,144,pearl,generation-iv
3491,72,145,gold,generation-ii
3492,72,145,silver,generation-ii
3493,72,145,crystal,generation-ii
3494,72,145,heartgold,generation-iv
3495,72,145,soulsilver,generation-iv
3496,73,145,gold,generation-ii
3497,73,145,silver,generation-ii
3498,73,145,crystal,generation-ii
3499,73,145,heartgold,generation-iv
3500,73,145,soulsilver,generation-iv
3501,90,145,gold,generation-ii
3502,90,145,silver,generation-ii
3503,90,145,crystal,generation-ii
3504,90,145,heartgold,generation-iv
3505,90,145,soulsilver,generation-iv
3506,129,145,gold,generation-ii
3507,129,145,silver,generation-ii
3508,129,145,crystal,generation-ii
3509,129,145,heartgold,generation-iv
3510,129,145,soulsilver,generation-iv
3511,152,145,gold,generation-ii
3512,152,145,silver,generation-ii
3513,152,145,crystal,generation-ii
3514,152,145,heartgold,generation-iv
3515,152,145,soulsilver,generation-iv
3516,155,145,gold,generation-ii
3517,155,145,silver,generation-ii
3518,155,145,crystal,generation-ii
3519,155,145,heartgold,generation-iv
3520,155,145,soulsilver,generation-iv
3521,158,145,gold,generation-ii
3522,158,145,silver,generation-ii
3523,158,145,crystal,generation-ii
3524,158,145,heartgold,generation-iv
3525,158,145,soulsilver,generation-iv
3526,170,145,gold,generation-ii
3527,170,145,silver,generation-ii
3528,170,145,crystal,generation-ii
3529,170,145,heartgold,generation-iv
3530,170,145,soulsilver,generation-iv
3531,171,145,gold,generation-ii
3532,171,145,silver,generation-ii
3533,171,145,crystal,generation-ii
3534,171,145,heartgold,generation-iv
3535,171,145,soulsilver,generation-iv
3536,16,146,gold,generation-ii
3537,16,146,silver,generation-ii
3538,16,146,crystal,generation-ii
3539,16,146,heartgold,generation-iv
3540,16,146,soulsilver,generation-iv
3541,19,146,gold,generation-ii
3542,19,146,silver,generation-ii
3543,19,146,crystal,generation-ii
3544,19,146,heartgold,generation-iv
3545,19,146,soulsilver,generation-iv
3546,21,146,gold,generation-ii
3547,21,146,silver,generation-ii
3548,102,146,crystal,generation-ii
3549,161,146,gold,generation-ii
3550,161,146,silver,generation-ii
3551,161,146,crystal,generation-ii
3552,161,146,heartgold,generation-iv
3553,161,146,soulsilver,generation-iv
3554,163,146,gold,generation-ii
3555,163,146,silver,generation-ii
3556,163,146,crystal,generation-ii
3557,163,146,heartgold,generation-iv
3558,163,146,soulsilver,generation-iv
3559,165,146,crystal,generation-ii
3560,167,146,crystal,generation-ii
3561,187,146,crystal,generation-ii
3562,190,146,gold,generation-ii
3563,190,146,silver,generation-ii
3564,204,146,crystal,generation-ii
3565,214,146,gold,generation-ii
3566,214,146,silver,generation-ii
3567,311,146,heartgold,generation-iv
3568,311,146,soulsilver,generation-iv
3569,312,146,heartgold,generation-iv
3570,312,146,soulsilver,generation-iv
3571,403,146,heartgold,generation-iv
3572,403,146,soulsilver,generation-iv
3573,72,147,gold,generation-ii
3574,72,147,silver,generation-ii
3575,72,147,crystal,generation-ii
3576,72,147,heartgold,generation-iv
3577,72,147,soulsilver,generation-iv
3578,73,147,gold,generation-ii
3579,73,147,silver,generation-ii
3580,73,147,crystal,generation-ii
3581,73,147,heartgold,generation-iv
3582,73,147,soulsilver,generation-iv
3583,98,147,gold,generation-ii
3584,98,147,silver,generation-ii
3585,98,147,crystal,generation-ii
