location_area_id,location_area_name,location_name,region,region_map_url,location_type
205,ice-path-b2f,ice-path,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
206,ice-path-b3f,ice-path,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
207,blackthorn-city-area,blackthorn-city,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
208,dragons-den-area,dragons-den,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
209,johto-route-45-area,johto-route-45,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
210,johto-route-46-area,johto-route-46,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
211,dark-cave-violet-city-entrance,dark-cave,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
212,dark-cave-blackthorn-city-entrance,dark-cave,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
213,johto-route-47-area,johto-route-47,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
214,mt-moon-mt-moon-square,mt-moon,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
215,unknown-all-poliwag-area,unknown-all-poliwag,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
216,seafoam-islands-1f,seafoam-islands,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
217,seafoam-islands-b1f,seafoam-islands,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
218,seafoam-islands-b2f,seafoam-islands,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
219,seafoam-islands-b3f,seafoam-islands,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
220,seafoam-islands-b4f,seafoam-islands,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
221,mt-silver-2f,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
222,mt-silver-1f-top,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
223,mt-silver-4f,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
224,johto-route-47-cave-gate,johto-route-47,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
225,johto-route-47-inside-cave,johto-route-47,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
226,bell-tower-10f,bell-tower,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,special
227,mt-silver-outside,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
228,mt-silver-1f,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
229,mt-silver-mountainside,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
230,mt-silver-3f,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
231,mt-silver-top,mt-silver,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
232,unknown-all-rattata-area,unknown-all-rattata,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
233,kanto-route-12-area,kanto-route-12,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
234,kanto-sea-route-19-area,kanto-sea-route-19,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
235,kanto-sea-route-20-area,kanto-sea-route-20,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
236,cinnabar-island-area,cinnabar-island,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
237,viridian-city-area,viridian-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
238,cerulean-city-area,cerulean-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
239,vermilion-city-area,vermilion-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
240,celadon-city-area,celadon-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
241,fuchsia-city-area,fuchsia-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
242,pallet-town-area,pallet-town,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
243,johto-route-48-area,johto-route-48,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
244,kanto-route-26-area,kanto-route-26,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
245,kanto-route-27-area,kanto-route-27,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
246,kanto-route-28-area,kanto-route-28,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
247,mt-moon-1f,mt-moon,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
248,mt-moon-2f,mt-moon,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
249,rock-tunnel-1f,rock-tunnel,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
250,rock-tunnel-b1f,rock-tunnel,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
251,kanto-victory-road-1-1f,kanto-victory-road-1,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
252,kanto-route-1-area,kanto-route-1,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
253,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
254,kanto-route-3-area,kanto-route-3,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
255,kanto-route-4-area,kanto-route-4,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
256,kanto-route-5-area,kanto-route-5,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
257,kanto-route-6-area,kanto-route-6,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
258,kanto-route-7-area,kanto-route-7,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
259,kanto-route-8-area,kanto-route-8,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
260,kanto-route-9-area,kanto-route-9,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
261,kanto-route-10-area,kanto-route-10,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
262,kanto-route-11-area,kanto-route-11,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
263,kanto-route-13-area,kanto-route-13,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
264,kanto-route-14-area,kanto-route-14,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
265,kanto-route-15-area,kanto-route-15,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
266,kanto-route-16-area,kanto-route-16,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
267,kanto-route-17-area,kanto-route-17,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
268,kanto-route-18-area,kanto-route-18,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
269,kanto-sea-route-21-area,kanto-sea-route-21,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
270,kanto-route-22-area,kanto-route-22,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
271,kanto-route-24-area,kanto-route-24,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
272,kanto-route-25-area,kanto-route-25,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
273,tohjo-falls-area,tohjo-falls,johto,https://upload.wikimedia.org/wikipedia/commons/7/70/Johto_Map.png,geographic
274,digletts-cave-area,digletts-cave,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
275,kanto-victory-road-1-2f,kanto-victory-road-1,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
276,kanto-victory-road-1-3f,kanto-victory-road-1,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
277,kanto-route-2-north-towards-pewter-city,kanto-route-2,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
278,viridian-forest-area,viridian-forest,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
279,cerulean-cave-1f,cerulean-cave,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
280,cerulean-cave-2f,cerulean-cave,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
281,cerulean-cave-b1f,cerulean-cave,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
282,mt-moon-b1f,mt-moon,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
283,mt-moon-b2f,mt-moon,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
284,rock-tunnel-b2f,rock-tunnel,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
285,kanto-route-23-area,kanto-route-23,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
286,power-plant-area,power-plant,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
287,kanto-victory-road-2-1f,kanto-victory-road-2,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
288,kanto-victory-road-2-2f,kanto-victory-road-2,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
289,kanto-victory-road-2-3f,kanto-victory-road-2,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
290,pokemon-tower-1f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
291,pokemon-tower-2f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
292,pokemon-tower-3f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
293,pokemon-tower-4f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
294,pokemon-tower-5f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
295,pokemon-tower-6f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
296,pokemon-tower-7f,pokemon-tower,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,special
297,pokemon-mansion-1f,pokemon-mansion,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
298,pokemon-mansion-2f,pokemon-mansion,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
299,pokemon-mansion-3f,pokemon-mansion,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
300,pokemon-mansion-b1f,pokemon-mansion,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
301,kanto-safari-zone-middle,kanto-safari-zone,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
302,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
303,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
304,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
305,vermilion-city-ss-anne-dock,vermilion-city,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
306,petalburg-city-area,petalburg-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
307,slateport-city-area,slateport-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
308,lilycove-city-area,lilycove-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
309,mossdeep-city-area,mossdeep-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
310,sootopolis-city-area,sootopolis-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
311,ever-grande-city-area,ever-grande-city,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
312,meteor-falls-area,meteor-falls,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
313,meteor-falls-back,meteor-falls,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
314,meteor-falls-b1f,meteor-falls,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
315,meteor-falls-backsmall-room,meteor-falls,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
316,rusturf-tunnel-area,rusturf-tunnel,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
317,granite-cave-1f,granite-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
318,granite-cave-b1f,granite-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
319,granite-cave-b2f,granite-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
320,granite-cave-1fsmall-room,granite-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
321,petalburg-woods-area,petalburg-woods,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
322,jagged-pass-area,jagged-pass,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
323,fiery-path-area,fiery-path,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
324,mt-pyre-1f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
325,mt-pyre-2f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
326,mt-pyre-3f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
327,mt-pyre-4f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
328,mt-pyre-5f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
329,mt-pyre-6f,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
330,mt-pyre-outside,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
331,mt-pyre-summit,mt-pyre,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
332,seafloor-cavern-area,seafloor-cavern,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
333,cave-of-origin-entrance,cave-of-origin,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
334,cave-of-origin-1f,cave-of-origin,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
335,cave-of-origin-b1f,cave-of-origin,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
336,cave-of-origin-b2f,cave-of-origin,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
337,cave-of-origin-b3f,cave-of-origin,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
338,hoenn-victory-road-1f,hoenn-victory-road,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
339,hoenn-victory-road-b1f,hoenn-victory-road,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
340,hoenn-victory-road-b2f,hoenn-victory-road,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
341,shoal-cave-area,shoal-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
342,shoal-cave-b1f,shoal-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
343,new-mauville-entrance,new-mauville,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
344,new-mauville-area,new-mauville,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
345,abandoned-ship-area,abandoned-ship,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
346,sky-pillar-1f,sky-pillar,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
347,sky-pillar-3f,sky-pillar,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
348,sky-pillar-5f,sky-pillar,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
349,hoenn-route-101-area,hoenn-route-101,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
350,hoenn-route-102-area,hoenn-route-102,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
351,hoenn-route-103-area,hoenn-route-103,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
352,hoenn-route-104-area,hoenn-route-104,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
353,hoenn-route-105-area,hoenn-route-105,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
354,hoenn-route-106-area,hoenn-route-106,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
355,hoenn-route-107-area,hoenn-route-107,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
356,hoenn-route-108-area,hoenn-route-108,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
357,hoenn-route-109-area,hoenn-route-109,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
358,hoenn-route-110-area,hoenn-route-110,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
359,hoenn-route-111-area,hoenn-route-111,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
360,hoenn-route-112-area,hoenn-route-112,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
361,hoenn-route-113-area,hoenn-route-113,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
362,hoenn-route-114-area,hoenn-route-114,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
363,hoenn-route-115-area,hoenn-route-115,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
364,hoenn-route-116-area,hoenn-route-116,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
365,hoenn-route-117-area,hoenn-route-117,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
366,hoenn-route-118-area,hoenn-route-118,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
367,hoenn-route-119-area,hoenn-route-119,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
368,hoenn-route-120-area,hoenn-route-120,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
369,hoenn-route-121-area,hoenn-route-121,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
370,hoenn-route-122-area,hoenn-route-122,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
371,hoenn-route-123-area,hoenn-route-123,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
372,hoenn-route-124-area,hoenn-route-124,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
373,hoenn-route-124-underwater,hoenn-route-124,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
374,hoenn-route-125-area,hoenn-route-125,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
375,hoenn-route-126-area,hoenn-route-126,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
376,hoenn-route-126-underwater,hoenn-route-126,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
377,hoenn-route-127-area,hoenn-route-127,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
378,hoenn-route-128-area,hoenn-route-128,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
379,hoenn-route-129-area,hoenn-route-129,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
380,hoenn-route-130-area,hoenn-route-130,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
381,hoenn-route-131-area,hoenn-route-131,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
382,hoenn-route-132-area,hoenn-route-132,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
383,hoenn-route-133-area,hoenn-route-133,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
384,hoenn-route-134-area,hoenn-route-134,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
385,hoenn-safari-zone-nwmach-bike-area,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
386,hoenn-safari-zone-neacro-bike-area,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
387,hoenn-safari-zone-sw,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
388,hoenn-safari-zone-se,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
389,dewford-town-area,dewford-town,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
390,pacifidlog-town-area,pacifidlog-town,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
391,hoenn-safari-zone-expansion-south,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
392,hoenn-safari-zone-expansion-north,hoenn-safari-zone,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
393,magma-hideout-area,magma-hideout,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
394,mirage-tower-area,mirage-tower,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,special
395,desert-underpass-area,desert-underpass,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
396,artisan-cave-area,artisan-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
397,hoenn-altering-cave-a,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
398,hoenn-altering-cave-b,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
399,hoenn-altering-cave-c,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
400,hoenn-altering-cave-d,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
401,hoenn-altering-cave-e,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
402,hoenn-altering-cave-f,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
403,hoenn-altering-cave-g,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
404,hoenn-altering-cave-h,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
405,hoenn-altering-cave-i,hoenn-altering-cave,hoenn,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hoenn_Map.png,geographic
406,monean-chamber-area,monean-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
407,liptoo-chamber-area,liptoo-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
408,weepth-chamber-area,weepth-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
409,dilford-chamber-area,dilford-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
410,scufib-chamber-area,scufib-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
411,rixy-chamber-area,rixy-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
412,viapos-chamber-area,viapos-chamber,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
413,ss-anne-area,ss-anne,kanto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kanto_Map.png,geographic
